,Gender,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,age_range
35,2,0,0,1,2,4,0,1,1,2,1,1,0,4,1,1,2,2,0,0,0,0,1
38,2,0,0,0,0,1,0,1,2,2,1,0,0,0,1,1,1,2,1,0,0,0,3
39,2,0,0,1,2,5,1,1,2,2,1,2,2,4,1,1,2,2,0,0,2,0,2
41,2,0,0,0,0,5,1,1,2,1,0,2,0,1,2,2,1,0,1,0,0,0,2
44,2,0,0,1,3,2,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
45,0,0,1,1,3,2,0,1,2,2,1,2,2,2,1,1,1,2,1,1,2,0,2
47,2,0,0,0,0,4,0,1,1,0,1,1,0,0,1,1,2,2,0,2,0,0,2
49,2,0,1,1,2,2,0,1,2,0,1,0,0,0,0,1,1,2,1,1,0,0,1
50,2,0,1,1,1,4,0,1,1,2,1,1,2,3,0,1,0,0,1,0,0,0,1
51,2,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,2,0,0,0,0,2
52,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
53,2,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,2,1,1,0,0,2
55,1,0,1,1,2,2,0,1,2,2,1,1,2,0,0,1,0,0,1,1,0,0,1
56,2,0,1,0,0,4,1,1,0,0,1,1,0,2,1,1,2,2,1,1,2,0,2
57,2,0,1,1,3,2,1,1,0,0,1,1,0,0,1,0,1,2,2,2,1,0,1
58,2,0,0,0,0,2,0,0,1,0,1,1,2,2,1,1,1,2,0,2,0,0,1
60,2,0,1,1,3,5,0,0,2,0,1,0,0,0,2,0,1,0,1,0,0,1,3
65,2,0,1,0,3,5,1,1,2,2,2,2,0,0,2,0,1,0,1,1,1,1,2
67,2,0,0,0,3,1,1,1,2,0,0,2,0,0,0,1,1,1,0,2,2,0,2
68,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2
69,2,1,0,0,2,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,2
72,3,0,0,0,2,5,0,1,2,2,1,1,2,1,0,1,2,2,1,1,1,0,1
74,2,0,0,0,0,5,0,1,0,1,2,0,0,0,0,1,1,1,1,0,2,0,2
76,2,0,0,0,0,5,1,1,2,2,2,2,0,0,1,1,2,2,0,2,2,0,1
77,2,1,1,0,3,0,1,1,1,0,1,1,2,1,1,1,2,2,0,0,2,0,2
78,2,0,1,1,3,2,1,1,1,0,1,1,0,1,2,1,1,0,1,2,1,0,2
80,2,0,1,0,3,1,1,1,2,2,1,2,0,0,1,1,2,1,0,0,2,0,2
83,0,1,0,1,1,0,1,1,2,2,2,2,2,4,0,0,1,2,1,0,2,0,1
84,2,0,1,0,0,5,0,1,1,0,1,1,0,0,2,1,0,0,1,0,1,0,2
85,2,0,0,0,0,2,0,1,0,1,1,1,0,0,1,1,1,2,0,0,1,0,2
87,0,0,1,1,2,3,1,1,2,1,1,0,0,0,2,0,1,1,1,1,0,0,2
88,0,0,0,1,3,2,0,1,2,2,1,1,0,0,0,1,1,1,1,0,1,1,1
89,2,0,0,0,0,3,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,2
90,2,0,0,0,0,3,0,1,2,2,2,2,2,2,1,1,1,2,1,1,2,0,2
91,2,0,0,1,3,2,0,1,1,2,1,1,2,3,1,1,2,2,2,2,1,0,2
92,2,0,0,0,0,2,0,1,0,0,1,1,0,2,0,1,1,0,1,0,0,0,2
95,2,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,2,2,0,0,1,0,1
96,2,0,1,0,2,2,0,1,0,1,1,0,0,2,0,0,1,0,1,0,0,0,1
98,2,0,0,1,3,4,0,1,1,2,1,1,0,2,0,1,1,0,1,0,1,0,2
99,2,0,0,1,1,0,0,1,1,2,1,1,2,2,1,1,2,2,0,0,2,0,1
101,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,3
102,2,0,1,0,0,2,0,1,0,0,0,0,0,4,1,1,1,2,1,1,0,0,1
103,2,0,1,1,3,2,1,1,2,2,2,2,2,2,1,1,1,2,0,0,2,0,2
104,2,0,0,0,0,5,0,1,2,1,2,0,0,2,1,1,1,2,1,1,0,0,1
105,2,0,1,0,2,4,0,1,2,1,1,1,2,2,1,1,1,2,1,1,0,0,2
106,2,0,1,1,3,2,1,1,0,1,1,1,0,2,1,1,1,2,1,0,1,0,2
108,2,0,1,0,0,4,1,1,2,0,1,1,0,0,0,1,0,0,1,1,0,0,2
109,2,0,0,1,3,2,0,1,2,0,2,2,2,1,0,1,1,2,1,0,2,0,2
110,2,0,0,1,3,3,0,1,2,2,1,0,2,0,2,1,0,0,1,2,1,0,1
111,2,0,0,1,3,2,0,1,2,2,2,2,2,2,1,1,1,1,1,0,2,0,1
112,2,0,1,1,2,4,1,1,2,2,1,2,2,4,1,1,2,2,2,2,2,0,3
113,2,0,0,0,0,1,0,1,2,2,1,0,0,0,0,1,1,1,1,1,0,0,2
114,2,0,0,0,0,5,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
118,2,0,0,1,2,0,1,1,1,0,1,1,2,4,1,1,1,0,1,1,0,0,0
119,2,0,0,0,0,2,1,1,0,1,1,0,0,0,1,1,1,2,0,0,0,0,2
120,2,0,0,0,0,5,0,1,2,2,1,2,0,0,2,2,0,0,1,1,0,0,1
121,2,0,0,0,0,2,1,1,0,0,1,1,0,4,1,1,1,2,1,1,0,0,1
122,2,0,1,1,3,4,1,1,0,0,0,0,2,4,1,1,2,2,1,0,2,0,2
123,2,0,0,0,1,4,0,1,2,0,1,1,2,0,0,1,0,0,1,1,0,0,2
125,2,0,1,0,0,3,0,1,2,0,2,2,2,0,2,1,1,0,1,2,0,0,1
127,2,0,0,1,2,1,0,1,2,2,1,2,2,0,2,1,0,2,1,1,0,0,2
130,2,0,1,1,3,5,0,1,2,2,1,1,0,4,0,1,2,1,1,2,1,0,2
131,2,0,0,0,2,0,1,1,1,2,1,1,0,3,0,1,2,1,1,2,0,0,2
132,2,0,0,0,0,2,0,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,1
137,2,0,0,1,1,5,0,1,2,1,1,1,0,2,1,1,2,2,1,1,0,0,2
138,0,0,0,0,0,4,0,1,0,0,1,0,0,2,0,1,1,0,1,1,0,0,1
140,2,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,2
142,2,0,0,0,0,2,1,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,2
143,2,0,0,0,0,5,1,0,2,0,0,2,0,0,1,1,1,2,1,1,0,0,2
144,0,0,1,0,0,5,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
145,2,0,1,1,2,1,0,0,2,2,2,2,0,2,0,0,1,2,0,0,0,0,2
147,2,0,0,0,3,4,0,0,1,0,1,1,1,2,2,2,0,0,1,1,1,0,1
149,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1
151,2,0,1,0,0,2,0,1,0,1,1,1,0,4,1,1,1,1,1,0,1,0,2
153,2,0,0,0,0,4,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,2
155,2,0,1,1,3,2,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1
156,2,0,1,1,3,5,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
157,2,0,0,0,1,2,0,0,0,1,1,1,0,0,2,0,1,2,1,0,1,0,1
158,2,0,0,1,2,2,1,1,1,2,1,1,0,1,0,1,1,2,1,1,0,1,1
159,2,0,1,1,3,2,0,1,0,1,1,1,0,4,0,1,1,0,1,1,0,1,1
161,0,0,1,1,3,3,0,1,2,0,1,1,0,0,2,2,1,1,1,1,0,0,1
162,2,0,0,0,0,5,0,1,2,0,1,2,0,0,1,1,1,1,1,1,0,0,2
163,2,0,1,0,2,4,0,1,0,0,1,1,0,0,0,1,1,2,1,1,0,0,1
164,0,1,1,1,3,0,0,1,1,2,2,2,2,3,1,1,1,2,1,2,2,0,2
166,2,0,0,0,0,2,0,1,1,0,1,1,0,4,0,1,1,1,1,0,0,0,2
167,2,0,0,0,0,4,0,1,1,2,1,1,0,3,0,1,2,2,1,0,1,0,3
173,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,2,1,0,2,0,1
175,2,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2
177,0,0,0,1,1,4,1,1,2,1,0,0,2,4,1,1,2,2,1,1,2,1,2
178,0,0,0,1,3,0,0,1,2,0,1,1,2,1,1,1,2,2,1,1,2,0,3
179,2,0,0,0,0,4,1,1,0,0,1,1,0,4,1,1,2,2,1,0,0,0,2
183,2,0,0,1,3,5,0,1,0,1,0,0,0,0,2,2,1,1,1,1,0,0,3
184,2,0,1,1,1,5,1,1,2,1,1,0,0,3,2,0,0,0,1,1,1,0,3
185,2,0,0,0,0,3,1,1,2,0,1,1,0,0,2,1,1,0,0,2,1,0,2
189,0,0,1,1,0,5,0,1,2,1,0,1,2,2,0,1,0,0,1,1,0,0,2
191,2,0,1,1,3,2,0,1,2,0,1,1,0,2,0,0,1,0,1,0,1,0,1
193,2,0,0,1,2,4,0,1,1,0,1,1,2,0,1,1,1,2,1,1,0,0,2
196,0,0,0,0,0,3,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,2
197,2,0,0,0,2,5,0,1,2,0,1,1,2,2,1,1,1,2,1,0,1,0,1
198,2,0,1,0,0,4,1,1,2,2,1,1,0,2,0,0,1,1,1,0,2,0,1
200,0,0,1,1,3,2,0,1,2,0,1,1,0,4,1,1,1,1,1,1,2,0,1
201,0,0,0,1,3,3,0,0,2,2,2,2,2,2,0,1,1,2,1,1,2,0,2
202,2,0,0,1,1,4,1,1,1,1,1,1,0,3,0,0,1,1,0,0,0,0,3
207,2,0,0,1,1,2,0,1,1,2,1,1,2,2,0,1,2,2,1,0,0,0,1
208,2,0,0,0,0,2,0,1,0,1,1,0,0,0,1,1,1,2,1,1,0,0,1
210,0,0,0,0,0,2,0,1,2,2,2,2,2,2,1,1,1,2,1,1,2,0,2
213,0,0,1,1,3,4,0,1,0,0,1,1,1,0,2,0,1,1,1,0,1,1,2
214,0,0,0,1,3,1,0,0,2,2,0,0,2,4,1,1,2,2,1,2,2,0,2
215,0,1,1,1,3,0,1,1,1,0,0,0,0,3,1,1,1,0,1,1,0,0,1
218,0,0,0,1,0,3,0,0,2,0,1,0,0,1,0,1,1,0,1,1,0,0,1
219,2,0,0,0,0,2,0,1,2,1,1,1,0,4,2,1,0,1,1,1,0,0,3
220,0,0,0,0,0,4,0,1,2,0,1,1,0,2,1,1,2,2,0,0,2,0,2
222,2,0,0,0,2,4,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1
223,2,0,0,1,3,5,0,1,1,2,1,1,2,3,2,1,0,1,1,1,1,0,1
224,2,0,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,2,1,2,2,0,1
225,2,0,0,0,0,0,0,1,0,0,0,1,2,4,1,1,2,2,0,2,2,0,1
226,2,0,0,0,2,0,1,1,1,2,1,1,0,3,1,1,1,2,1,0,2,0,2
228,2,0,0,0,0,4,0,1,2,1,1,0,0,4,0,1,1,0,0,0,2,0,1
230,2,0,0,1,3,2,0,1,2,0,1,2,0,0,0,1,1,1,1,0,0,1,2
231,2,0,0,1,2,3,1,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,3
233,2,0,0,0,3,2,1,1,0,1,1,0,0,0,0,0,1,2,1,0,1,0,2
238,0,0,1,1,3,5,0,0,2,2,2,2,2,2,1,1,1,1,1,0,2,0,2
241,2,0,1,1,3,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,2
242,2,0,1,1,3,2,0,1,2,2,2,2,2,2,1,1,1,2,1,1,0,0,2
244,2,0,0,0,0,5,1,1,2,2,0,0,2,2,1,1,1,2,0,0,2,0,1
245,2,0,0,1,3,5,1,1,2,2,2,2,2,0,2,0,0,0,1,0,1,1,2
246,2,0,0,1,1,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
248,2,0,1,1,3,0,1,1,1,0,1,1,0,0,0,1,2,2,1,2,0,0,2
249,0,0,1,1,2,3,1,0,2,2,2,0,2,0,0,1,1,0,0,2,0,0,1
250,2,0,1,1,3,2,1,0,0,0,1,0,2,2,0,1,1,1,1,2,2,0,1
251,2,0,1,0,0,1,0,1,2,0,1,0,2,2,1,1,1,2,1,0,2,1,1
252,2,0,1,1,2,1,1,1,2,2,2,0,2,4,1,1,1,2,1,0,2,0,2
254,2,0,0,0,3,4,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1
257,2,0,0,0,0,4,1,1,1,2,1,2,0,2,1,1,1,2,1,1,2,0,3
260,0,0,0,1,2,4,0,1,2,0,1,1,2,0,0,0,2,0,1,0,0,0,1
262,2,0,0,1,3,1,1,1,2,2,1,2,2,0,1,1,2,2,0,1,2,0,1
265,2,0,0,0,0,4,0,1,1,2,1,0,0,4,1,1,1,2,1,0,0,0,2
266,2,0,0,1,3,2,1,1,2,2,0,1,0,4,1,1,2,2,2,2,2,0,3
268,0,0,1,1,1,2,0,1,2,2,1,1,2,0,0,1,1,1,1,2,0,0,2
269,2,0,0,0,0,4,1,1,1,0,1,1,0,4,1,1,2,2,1,1,0,0,2
271,0,0,1,1,0,1,0,0,2,0,0,0,2,0,1,1,1,2,0,0,2,0,1
272,2,0,0,0,0,5,0,1,2,2,2,2,2,4,1,1,1,2,1,1,2,0,1
274,2,0,0,1,2,2,1,1,2,0,1,1,0,0,2,1,0,0,1,0,1,0,2
276,2,0,0,0,0,2,0,0,2,0,1,1,0,0,0,1,1,0,1,1,0,0,2
278,2,0,0,1,2,1,0,0,2,2,2,0,0,4,0,1,1,1,1,1,2,0,1
279,2,0,1,0,3,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1
282,2,0,0,1,3,4,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0
283,2,0,1,1,3,2,0,1,2,2,1,1,2,1,2,1,0,1,1,0,0,0,2
286,0,0,1,1,2,5,0,1,2,1,0,0,0,0,0,1,1,1,1,1,0,0,1
287,2,0,0,0,0,2,0,1,0,1,0,0,0,4,1,1,1,1,1,0,2,0,0
288,0,0,0,1,3,0,0,1,1,2,1,1,0,0,1,0,1,0,1,1,0,1,2
289,0,0,1,1,2,5,1,1,2,2,2,0,0,2,0,1,1,0,1,1,0,0,1
291,2,0,0,0,0,5,0,1,0,0,1,0,0,0,2,0,1,1,1,1,0,0,2
292,2,0,1,1,3,5,0,1,2,2,0,0,2,0,0,1,1,1,1,0,0,0,3
293,2,0,0,0,0,5,0,1,2,0,1,0,0,0,0,1,1,1,1,1,0,0,2
294,2,0,0,1,0,5,0,1,2,1,0,0,0,0,1,0,2,1,1,0,0,0,4
295,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
296,0,0,1,1,3,2,0,1,2,2,2,0,0,4,1,1,2,2,1,2,2,0,1
297,2,0,0,0,0,5,0,1,2,0,0,2,0,0,1,1,1,2,0,0,2,0,4
298,2,0,1,1,3,5,0,1,2,0,2,2,0,0,2,1,0,0,1,0,0,0,2
299,2,0,0,0,0,5,0,1,2,2,2,2,0,0,1,1,1,2,0,0,0,0,2
300,0,0,0,1,3,5,0,1,2,2,2,2,0,0,1,1,1,1,1,1,2,0,1
301,0,0,0,1,3,5,0,1,2,1,0,0,2,2,1,1,2,2,1,1,2,0,2
302,2,0,0,0,2,1,0,1,2,1,1,0,0,0,1,1,1,2,1,0,0,0,1
303,0,0,1,1,1,1,1,0,2,2,2,2,2,2,2,1,1,2,1,1,2,0,1
304,0,0,0,1,2,5,0,1,2,2,0,2,0,2,1,1,1,2,1,1,2,0,2
306,1,0,1,1,2,2,0,1,2,1,1,1,0,2,0,1,1,2,1,1,0,0,1
307,2,0,0,0,0,2,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1
308,2,0,0,0,0,2,1,1,0,1,1,0,0,0,1,1,1,2,1,1,0,0,1
309,2,0,0,0,3,1,0,1,2,1,2,2,0,0,0,1,1,2,1,0,0,0,1
311,2,0,0,1,2,1,0,1,2,1,0,2,0,0,1,1,1,2,1,1,0,0,2
312,2,1,0,1,0,0,0,1,1,2,1,1,0,2,0,1,1,2,1,1,2,0,2
313,2,0,1,1,3,5,0,1,2,1,1,0,0,0,2,1,0,0,1,1,1,0,1
314,2,0,1,0,0,5,0,1,0,0,0,0,0,4,1,1,2,2,0,0,2,0,1
315,2,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1
316,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
317,2,0,0,0,0,5,0,0,2,2,2,2,2,4,1,1,1,2,0,0,2,0,1
318,0,0,1,1,1,5,0,1,2,2,2,2,2,2,0,1,0,1,1,1,2,1,1
320,2,0,1,1,2,1,1,1,2,2,0,2,2,2,1,1,1,2,0,0,2,0,3
321,2,0,0,1,3,5,0,1,2,0,1,0,0,0,2,1,1,1,1,0,1,0,1
322,2,0,0,0,0,3,0,1,2,1,0,2,2,2,1,1,1,2,0,0,2,0,2
323,0,0,1,1,3,5,0,1,2,2,1,2,2,0,0,1,1,0,1,0,0,0,1
324,2,0,0,1,2,4,0,1,2,0,0,1,0,0,0,1,0,0,1,1,0,0,1
325,2,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
326,0,0,0,0,0,5,0,1,2,2,2,2,2,2,0,0,0,1,1,1,0,0,1
327,2,0,1,1,3,5,0,1,0,1,0,2,0,0,1,1,2,2,1,1,2,0,1
328,2,1,0,0,0,0,1,1,1,2,1,1,0,0,0,1,1,1,1,0,0,0,1
330,2,0,0,0,0,2,0,1,2,1,2,2,2,4,1,1,1,1,1,0,2,0,1
332,2,0,0,0,0,1,0,0,0,0,1,1,2,2,0,1,0,0,1,2,1,0,2
335,2,0,0,0,0,2,0,1,2,1,2,0,0,4,1,1,1,1,0,0,0,0,3
337,0,1,0,0,3,5,0,1,2,1,0,1,0,4,0,0,1,1,1,1,0,0,1
338,2,0,0,0,0,5,0,1,2,2,0,0,2,0,2,1,0,0,1,0,0,0,1
339,2,0,0,0,0,2,0,1,2,2,2,2,2,4,1,1,1,2,1,0,2,0,1
340,2,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,2,2,1,1,1,0,2
341,0,0,1,0,3,2,1,1,1,2,1,1,0,3,2,0,1,1,1,0,1,0,2
342,2,0,0,0,3,5,0,1,0,1,0,0,0,4,2,1,0,0,1,0,1,0,1
343,2,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,2
345,0,0,1,1,3,2,0,1,2,2,1,1,2,0,1,1,1,2,1,1,0,0,1
346,2,0,1,1,3,1,0,0,0,0,1,1,0,0,1,1,2,2,0,2,0,0,1
347,2,0,1,1,0,5,0,1,0,0,2,2,0,0,1,1,0,2,1,1,0,0,4
348,2,0,0,0,3,5,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
349,1,0,1,1,3,5,0,1,2,2,0,0,0,0,0,1,1,1,1,1,2,0,1
351,2,0,0,1,3,5,0,1,2,2,2,2,2,0,1,1,0,0,1,2,2,0,1
353,2,0,1,1,1,5,0,1,2,1,0,2,0,0,0,1,1,0,1,1,0,0,1
355,2,0,0,1,3,3,0,0,1,2,1,0,2,0,1,1,1,0,1,1,1,0,2
356,2,0,1,1,3,2,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,2
357,2,0,1,1,3,5,0,1,2,2,0,2,2,0,0,0,0,0,1,1,0,0,2
358,2,0,0,1,3,1,1,1,1,0,1,1,0,2,2,2,1,1,1,0,0,0,2
359,2,1,0,0,0,0,1,1,1,2,1,1,2,4,1,1,2,2,0,0,2,0,1
360,0,0,0,0,0,4,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,2
362,2,1,1,1,2,1,1,0,1,0,1,0,1,0,0,1,1,2,1,2,1,0,1
363,2,0,1,1,2,5,0,0,2,2,2,2,2,0,1,1,1,2,1,2,2,0,2
364,2,0,0,1,1,4,1,1,2,2,1,1,0,0,0,1,1,0,1,1,1,0,2
365,2,0,1,1,3,5,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1
366,2,0,1,0,0,5,0,1,2,0,2,2,2,4,1,1,1,2,1,1,0,0,2
367,2,0,1,1,1,1,0,1,1,2,1,1,2,4,1,1,1,1,1,1,0,0,2
368,2,0,1,1,2,1,0,1,2,0,1,0,2,0,1,1,2,2,0,0,0,0,1
370,0,0,0,0,0,5,0,1,2,0,2,2,2,2,1,1,0,1,1,1,2,0,1
371,2,0,1,1,1,5,0,1,2,0,2,2,0,1,0,1,2,1,1,0,1,1,3
372,2,0,1,1,2,5,0,1,2,2,2,2,2,4,1,1,2,2,1,1,2,0,4
373,0,0,0,1,3,2,0,1,2,2,2,2,2,2,0,1,1,2,1,0,2,0,2
374,0,0,1,1,2,2,0,1,0,1,0,1,0,2,2,1,1,0,1,2,0,0,1
375,2,0,0,1,0,2,1,1,2,2,0,0,0,0,0,1,0,1,1,0,0,0,3
376,0,0,0,1,2,5,0,1,2,2,1,1,2,0,2,0,0,0,1,1,1,0,1
377,0,0,1,1,3,2,1,1,0,0,1,1,0,0,0,1,1,2,1,1,2,0,1
378,0,0,1,1,2,5,0,0,2,2,2,2,2,3,0,0,1,1,1,1,2,0,2
379,0,0,1,1,0,5,0,1,2,2,1,2,2,0,0,1,0,0,1,1,0,0,1
381,2,0,0,1,2,5,0,1,2,0,2,2,2,0,1,1,1,2,1,0,2,0,1
382,2,0,1,1,3,2,1,1,2,0,1,1,0,0,1,1,2,2,1,1,0,0,2
384,2,0,0,1,3,4,0,1,0,0,1,1,0,0,2,2,1,0,1,1,1,0,1
385,0,0,1,1,2,5,1,1,2,2,1,0,0,0,0,0,0,2,1,1,0,0,1
387,1,1,1,1,3,0,1,1,2,2,1,1,0,3,2,1,1,0,1,0,1,0,1
388,0,0,0,1,3,4,0,1,0,1,1,1,0,1,2,1,1,0,1,0,0,0,1
391,0,0,1,1,2,5,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,2
392,2,0,0,0,0,5,0,1,0,0,1,0,0,2,2,1,1,0,1,1,0,0,2
394,0,0,1,0,0,3,0,0,1,0,1,1,1,3,2,0,0,0,1,0,1,1,1
395,2,0,0,0,0,5,0,0,2,1,1,0,0,0,0,1,1,1,1,1,0,0,1
398,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,2
400,2,0,1,1,1,4,0,1,2,2,1,1,0,1,0,1,1,2,1,1,1,0,1
401,2,0,1,1,3,2,0,1,2,2,1,1,0,0,0,1,1,0,1,0,1,0,1
402,2,0,0,0,0,5,0,1,0,0,1,0,0,0,1,1,1,2,1,0,1,0,1
403,2,0,1,1,3,1,0,1,2,2,1,1,0,3,0,0,1,1,1,0,1,1,2
405,2,0,1,0,0,4,0,1,2,2,1,2,2,4,1,1,1,2,0,0,1,0,1
406,2,0,1,1,0,2,1,1,2,2,2,2,0,0,2,0,2,1,1,1,2,0,2
407,2,0,0,0,0,5,1,1,0,0,0,0,0,0,2,1,1,0,1,0,2,0,2
410,2,0,1,1,1,5,1,1,2,2,1,1,0,2,2,1,0,0,1,1,1,0,2
411,0,0,1,1,2,5,0,0,0,1,1,0,0,3,2,0,0,0,1,0,1,0,2
412,2,0,1,0,0,5,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1
414,0,0,0,1,3,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2,0,1
415,2,0,1,0,1,4,0,1,0,0,1,0,0,2,0,1,1,2,1,1,0,0,1
419,2,0,1,1,3,0,1,1,1,2,1,0,0,0,2,0,0,0,1,1,1,1,4
424,0,0,0,1,2,5,0,0,2,2,1,0,0,0,0,1,0,0,1,1,0,0,1
425,2,0,0,0,3,4,0,0,0,1,1,2,2,0,1,1,1,1,0,0,2,0,1
426,2,0,1,1,3,1,0,1,1,2,1,1,0,1,2,1,1,1,1,0,1,1,1
427,0,0,0,0,0,5,0,0,2,1,2,0,0,0,0,1,1,0,1,1,0,0,1
428,2,0,0,0,0,5,0,0,2,0,1,1,0,0,1,1,2,0,1,2,0,0,1
429,0,0,0,0,0,5,0,1,2,2,2,2,2,2,1,1,1,1,2,2,2,0,1
431,0,0,1,1,2,4,0,1,1,0,1,1,0,4,2,1,0,1,1,2,2,0,1
432,2,1,0,1,1,0,1,1,1,0,1,1,2,2,2,0,1,1,2,2,0,0,2
433,2,0,0,0,3,2,0,1,0,0,1,1,0,0,0,1,2,2,1,0,0,0,2
434,0,0,0,1,3,2,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1
435,2,0,0,0,0,4,0,1,0,0,1,0,0,0,1,1,1,2,1,1,0,0,1
